,AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,CortosMSAID,CortosSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode,ParentAssetName
174,Cortland at Valley Ranch,stonvrcbre75063,Value-Add,Acquisition,2021-05-07 00:00:00.0000000,,False,2022-09-28 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-09-28 00:00:00.0000000,19124.0,17.0,7527.0,19100.0,4559239.0,1510.0,1999.0,1999.0,,210.0,208122.0,,,11.19,35000000.0,5723929.72642254,674797.763089633,41398727.48951209,False,True,False,75063-4114,32.925938,-96.954736,cortland.com/valley-ranch,valleyranch@cortland.com,valleyranchcbre,(972) 818-5680,8605 N Macarthur Blvd,,STONELEIGH APTS GP LLC,45-5404141,Portfolio 22,Irving,TX,Cortland at Valley Ranch
175,Cortland Mirror Lake,barmlbre32703,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2020-08-14 00:00:00.0000000,Infill,B,Garden-Style,Stabilized,2020-08-14 00:00:00.0000000,36740.0,7.0,7500.0,36740.0,3835765.0,1349.0,1990.0,1990.0,,740.0,629020.0,,,82.47,133368811.0,,,,False,True,True,32703-6183,28.665374,-81.43751,cortland.com/mirror-lake,mirrorlake@cortland.com,barringtonbre,(407) 554-4575,700 Post Lake Pl,,,84-4601448,Acorn 1,Apopka,FL,Cortland Mirror Lake
176,Cortland Preston North,sovpr75035,Core-Plus,Acquisition,2018-01-19 00:00:00.0000000,,False,2018-08-15 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-08-15 00:00:00.0000000,19124.0,29.0,7516.0,19100.0,4266918.0,698.0,2017.0,2017.0,,350.0,373361.0,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,62286384.0,411255.0,1855829.0,64553468.0,False,False,False,75035-5331,33.208756,-96.798251,cortland.com/preston-north,prestonnorth@cortland.com,preston,(972) 736-8965,9440 Stratton Dr,,DD Preston Road LLC,47-1605030,Portfolio 20,Frisco,TX,Cortland Preston North
177,Cortland at Twin Creeks,lantcB75013,Value-Add,Acquisition,2021-11-03 00:00:00.0000000,,False,2022-09-24 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-09-24 00:00:00.0000000,19124.0,30.0,7506.0,19100.0,4559210.0,1649.0,2002.0,2002.0,,288.0,276708.0,,,18.58,57797254.0,4882209.0,794375.0,63473838.0,False,True,False,75013-6325,33.108459,-96.688488,cortland.com/twin-creeks,twincreeks@cortland.com,twincreeksbro,(972) 694-6166,505 Benton Dr,,PURE LANSBROOK APTS LLC,81-4843839,Portfolio 22,Allen,TX,Cortland at Twin Creeks
178,Cortland Uptown Boca,corub33428,Core-Plus,Acquisition,2021-08-05 00:00:00.0000000,,False,2021-09-04 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2021-09-04 00:00:00.0000000,48424.0,1.0,7598.0,33100.0,4832185.0,1554.0,2021.0,2021.0,,456.0,510780.0,,,,230000000.0,2090100.0,2392766.46,234482866.46,False,False,False,33428-6554,26.364849,-80.197011,www.cortland.com/uptown-boca,uptownboca@cortland.com,uptown,(561) 277-0510,20940 Uptown Ave,,Uptown FL Partners LLC ,83-2495528,CGI,Boca Raton,FL,Cortland Uptown Boca
179,Cortland River Place,corr78730,Core-plus,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,12420.0,13.0,7559.0,12420.0,4971411.0,1810.0,2000.0,2000.0,,498.0,494718.0,,,,,,,,False,False,False,78730,30.391603,-97.839385,www.cortland.com/river-place,RiverPlace@cortland.com,riverplace,(737) 530-4346,10301 FM RD 2222,498.0,RRE Riverlodge Holdings LP,81-3506451,3rd Party Management,AUSTIN,TX,Cortland River Place
180,Reserve at Abbie Lakes,resal43110,Value-Add,Acquisition,2014-09-30 00:00:00.0000000,,False,2018-03-02 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-03-02 00:00:00.0000000,18140.0,10.0,8022.0,18140.0,3388224.0,236.0,2005.0,2005.0,,432.0,428976.0,2017-09-30 00:00:00.0000000,2018-09-30 00:00:00.0000000,36.0,26500000.0,1818276.0,1212187.4401,29530463.4401,False,True,False,43110-7892,39.903465,-82.810239,www.reserveatabbielakes.com,reserveabbielakes@cortland.com,reserve,(380) 208-0566,3793 Lakeview Trl,,"Lakeview Trail OH Partners, LLC",47-1000141,Parkwood-Ohio,Canal Winchester,OH,Reserve at Abbie Lakes
181,Cortland on Orange,eccoo32806,Core-Plus,Acquisition,2021-04-09 00:00:00.0000000,,False,2021-09-17 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-09-17 00:00:00.0000000,36740.0,2.0,7502.0,36740.0,4770369.0,1492.0,2020.0,2020.0,,300.0,275048.0,2021-05-31 00:00:00.0000000,2022-12-31 00:00:00.0000000,,81000000.0,1026900.0,1048958.808,83075858.808,False,False,False,32806-6126,28.508381,-81.375113,cortland.com/orange,orange@cortland.com,orange,(407) 759-4529,3219 S Orange Ave,,Orange Ave FL Partners LLC,83-2495528,CGI,Orlando,FL,Cortland on Orange
182,Cortland Hollywood,corho33020,Core-plus,Acquisition,2021-01-06 00:00:00.0000000,,False,2021-02-05 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-02-05 00:00:00.0000000,22744.0,2.0,7608.0,33100.0,4726531.0,1456.0,2017.0,2017.0,,336.0,345948.0,2021-02-28 00:00:00.0000000,2023-01-31 00:00:00.0000000,,91700000.0,2802575.14372906,1299797.09040746,95802372.23413649,False,False,False,33020-1709,26.031998,-80.165924,cortland.com/hollywood,Hollywood@cortland.com,hollywood,(954) 758-5254,2300 N 29th Ave,,North 29th FL Partners LLC,85-2495528,CGI,Hollywood,FL,Cortland Hollywood
183,Cortland on Coyote Ridge,rialbre75010,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2019-01-14 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-01-14 00:00:00.0000000,19124.0,25.0,7528.0,19100.0,4086907.0,1358.0,2002.0,2002.0,,280.0,272004.0,,,18.79,54079248.0,,,,False,True,True,75010-3269,33.027582,-96.932766,cortland.com/coyote-ridge,coyoteridge@cortland.com,cambriabre,(972) 366-4623,4230 Fairway Dr,,,,Acorn 1,Carrollton,TX,Cortland on Coyote Ridge
184,Cortland South Kendall - Phase 1,corsk33177,Core-Plus,Acquisition,2021-11-30 00:00:00.0000000,,False,2022-11-25 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2022-11-25 00:00:00.0000000,33124.0,6.0,7609.0,33100.0,5076050.0,1660.0,2020.0,2020.0,,408.0,422124.0,,,,160375000.0,1520100.0,2910843.0,164703943.0,False,False,False,33177-1400,25.623435,-80.398615,cortland.com/south-kendall,southkendall@cortland.com,southkendall,(786) 829-7201,15520 SW 127th Ave,408.0,"SW 127th FL Partners-Phase 1, LLC (DE)",85-2361889,Oaktree,Miami,FL,Cortland South Kendall
185,Cortland Flatirons,corf80020,Core-Plus,Acquisition,2020-01-24 00:00:00.0000000,,False,2023-07-05 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2023-07-05 00:00:00.0000000,19740.0,8.0,7788.0,19740.0,4610739.0,1330.0,2010.0,2010.0,,297.0,301374.0,2020-02-29 00:00:00.0000000,2021-08-31 00:00:00.0000000,,89100000.0,8078242.45636795,2638525.58,99816768.036368,False,True,False,80020-9781,39.941868,-105.124803,cortland.com/flatirons,flatirons@cortland.com,flatirons,(720) 575-2586,13585 Via Varra,,Via Varra CO Partners LLC,84-4248666,Stand-alone,Broomfield,CO,Cortland Flatirons
186,Portofino Place 1,porpgs133409,Value-Add,Acquisition,2021-12-29 00:00:00.0000000,,False,2019-11-10 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-11-10 00:00:00.0000000,48424.0,4.0,7624.0,33100.0,4058263.0,1704.0,2003.0,2003.0,,416.0,486741.0,2017-02-28 00:00:00.0000000,2018-12-31 00:00:00.0000000,,120107794.953329,1310912.0,1214388.0,122585922.0,False,False,True,33409-7888,26.74205,-80.109345,cortland.com/portofino-place,portofinoplace@cortland.com,portofino1gs,(561) 944-7961,4400 Portofino Way,,"WPB Multifamily Owner I, LLC",47-2874463,Stand-alone,West Palm Beach,FL,Cortland Portofino Place
187,The Addison at Sandy Springs,coraddass30350,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-08-06 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-08-06 00:00:00.0000000,12060.0,8.0,6749.0,12060.0,4971398.0,1804.0,1985.0,1985.0,,236.0,243061.0,,,,,,,,False,True,False,30350-4888,33.972592,-84.356279,https://cortland.com/addison-at-sandy-springs/,addisonsandysprings@cortland.com,morganfalls,(678) 249-3636,7889 Roswell Rd,236.0,RRE Sandy Springs Holdings LLC,81-3506451,3rd Party Management,Sandy Springs,GA,The Addison at Sandy Springs
188,Cortland Walnut Hill,becpbre75038,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2019-04-07 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-04-07 00:00:00.0000000,19124.0,16.0,7524.0,19100.0,4087319.0,1351.0,2002.0,2002.0,,378.0,370036.0,,,25.63,70196678.0,,,,False,True,True,75038-4104,32.866562,-96.994438,cortland.com/walnut-hill,walnuthill@cortland.com,sansimeonbre,(214) 509-5787,3503 W Walnut Hill Ln,,,,Acorn 1,Irving,TX,Cortland Walnut Hill
189,Cortland Bluff Springs,corbs78744,Core-Plus,Acquisition,2022-02-24 00:00:00.0000000,,False,2022-03-26 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-03-26 00:00:00.0000000,12420.0,4.0,7564.0,12420.0,4920289.0,1728.0,2016.0,2016.0,,346.0,352450.0,,,,89000000.0,6418767.17168,1205985.93111882,96624753.1027988,False,False,False,78744-0065,30.181949,-97.772912,www.cortland.com/bluff-springs,bluffsprings@cortland.com,bluffsprings,(512) 661-0564,7330 Bluff Springs Rd,,Bluff Springs TX Partners LLC,83-2495528,CGI,Austin,TX,Cortland Bluff Springs
190,Cortland Colburn,corco34747,Opportunistic,Development,2021-07-09 00:00:00.0000000,,False,2024-03-30 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2024-03-30 00:00:00.0000000,29460.0,2.0,7501.0,36740.0,4922983.0,1889.0,2021.5,2022.0,,300.0,341833.0,2021-06-30 00:00:00.0000000,2023-05-31 00:00:00.0000000,,7980000.0,63708000.0,21596000.0,93284000.0,False,False,False,34747,28.28663,-81.5825,cortland.com/colburn,colburn@cortland.com,colburn,(407) 305-7868,2195 CELEBRATION BLVD.,300.0,"CP DTC I CIV Holdings, LLC",86-1724745,Stand-alone,CELEBRATION,FL,Cortland Colburn
191,Cortland North Tucson,casli85704,Value-Add,Acquisition,2021-09-15 00:00:00.0000000,,False,2024-02-18 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-02-18 00:00:00.0000000,46060.0,6.0,8813.0,46060.0,4845197.0,1560.0,1987.0,1987.0,,144.0,160624.0,,,,32000000.0,6349128.8175,698312.801329444,39047441.6188294,False,True,False,85704-4651,32.35076,-110.979982,cortland.com/north-tucson,northtucson@cortland.com,casas,(520) 391-7986,699 W Magee Rd,,Magee AZ Partners LLC,85-2361889,Stand-alone,Tucson,AZ,Cortland North Tucson
192,Avington Park at Fossil Creek,avpfccbre76137,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2017-03-21 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2017-03-21 00:00:00.0000000,23104.0,8.0,7531.0,19100.0,4155550.0,1165.0,2008.0,2008.0,,240.0,230120.0,,,13.14,27734363.0,240391.353716085,237585.769135002,28212340.1228511,False,True,True,76137-7079,32.852517,-97.305527,cortland.com/fossil-creek,fossilcreek@cortland.com,avingtoncbre,(817) 854-4137,6101 N Riverside Dr,,,,YieldCo IV,Fort Worth,TX,Cortland Fossil Creek
193,Cortland East Cobb,jeflbre230062,Core-Plus,Acquisition,2021-07-01 00:00:00.0000000,,False,2021-02-24 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2021-02-24 00:00:00.0000000,12060.0,28.0,6713.0,12060.0,4382814.0,1550.0,1991.0,1991.0,,323.0,317915.0,,,43.2,82000000.0,375000.0,615113.689834253,82990113.6898342,False,False,True,30062-7517,33.966512,-84.493342,cortland.com/east-cobb,eastcobb@cortland.com,lakesidebre,(770) 629-0812,2085 Roswell Rd,,,86-3509372,Acorn 2,Marietta,GA,Cortland East Cobb
194,Cortland Pentagon City,corpc22202,Value-add,Acquisition,2022-05-17 00:00:00.0000000,,False,,Urban,A,High-Rise,Non-Stabilized,,47900.0,9.0,6660.0,47900.0,4971410.0,1895.0,1999.0,1999.0,,534.0,451440.0,,,,305200000.0,35422712.0,13178893.0,353801605.0,False,True,False,22202-4729,38.862881,-77.053477,cortland.com/pentagon-city,pentagoncity@cortland.com,pentagoncitywarba,(703) 775-1284,1221 S Eads St,534.0,South Eads VA Partners LLC,85-2361889,Stand-alone,Arlington,VA,Cortland Pentagon City
195,Cortland Grand River - Phase 2 - One330,on80920,Core-Plus,Acquisition,2019-12-17 00:00:00.0000000,,False,2024-02-16 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2024-02-16 00:00:00.0000000,17820.0,4.0,8799.0,17820.0,4607018.0,1317.0,2019.0,2019.0,,149.0,151412.0,,,,37101000.0,458019.704325,1509498.09309071,39068517.797415696,False,False,False,80920-3211,38.945895,-104.80619,cortland.com/grand-river,GrandRiver@cortland.com,one330,(719) 299-3171,7755 Kaleb Grv,,Kelly CO Partners LLC,84-3518924,Stand-alone,Colorado Springs,CO,Cortland Grand River
196,Cortland M-Line - Phase 1,corml75204,Core-Plus,Acquisition,2021-11-02 00:00:00.0000000,,False,2022-05-07 00:00:00.0000000,Urban,A,High-Rise,Stabilized,2022-05-07 00:00:00.0000000,19124.0,1.0,7536.0,19100.0,4884523.0,1642.0,2018.0,2018.0,,261.0,246166.0,2021-12-31 00:00:00.0000000,2024-11-30 00:00:00.0000000,,95000000.0,3687258.7852765894,1293603.03448082,99980861.8197574,False,False,False,75204-2519,32.803616,-96.799674,cortland.com/m-line,m-line@cortland.com,mline,(972) 787-1561,3200 Mckinney Ave,,"McKinney TX Partners, LLC (DE) ",83-2495528,CGI,Dallas,TX,Cortland M-Line
197,Cortland Belgate,sovbbre28262,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2018-07-13 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-07-13 00:00:00.0000000,16740.0,5.0,7783.0,16740.0,4266914.0,1352.0,2017.0,2017.0,,266.0,295778.0,,,,56266487.0,,,,False,True,True,28262-3634,35.300547,-80.757835,cortland.com/belgate,belgate@cortland.com,belgatebre,(704) 318-2280,6008 Lewis St,,,84-4601448,Acorn 1,Charlotte,NC,Cortland Belgate
198,Cortland Powers North - Phase 2,corpn280915,Opportunistic,Development,2021-10-01 00:00:00.0000000,,False,2024-09-03 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2024-09-03 00:00:00.0000000,17820.0,2.0,8800.0,17820.0,5052064.0,1893.0,2021.5,2022.0,,182.0,169546.0,2021-10-31 00:00:00.0000000,2023-04-30 00:00:00.0000000,,2925000.0,37063000.0,9030300.0,49018300.0,False,False,False,80917-1436,38.899005,-104.722162,www.cortlandpowersnorth.com,PowersNorth@cortland.com,powersnorth2,(719) 419-9284,5850 Welkin Cir,182.0,"Asher DO Investors, LLC",83-2771771,Stand-alone,Colorado Springs,CO,Cortland Powers North
199,Cortland Midtown East Phase 2 - Avenues,av27604,Core-Plus,Acquisition,2019-08-07 00:00:00.0000000,,False,2020-08-07 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2020-08-07 00:00:00.0000000,239580.0,3.0,7347.0,39580.0,4545104.0,1222.0,2015.0,2015.0,,298.0,299033.0,2019-09-30 00:00:00.0000000,2020-08-31 00:00:00.0000000,22.25,61984000.0,982936.3971,1848305.32110688,64815241.7182069,False,False,False,27604-1849,35.816457,-78.610842,https://cortland.com/apartments/cortland-midtown-e,midtowneast@cortland.com,avenues,(919) 899-2651,2601 Noblewood Cir,,,,Portfolio 20,Raleigh,NC,Cortland Midtown East
200,Cortland Belmar Phase II,corb280226,Value-add,Acquisition,2024-08-27 00:00:00.0000000,,False,,Suburban,B,Mid-rise,Non-Stabilized,,19740.0,4.0,7798.0,19740.0,5394506.0,2163.0,2008.0,2008.0,,308.0,301988.0,,,,99500000.0,10827660.0,1507102.0,111834762.0,False,False,False,80226-3468,39.70552,-105.076029,https://www.cortland.com/apartments/cortland-belma,belmardistro@cortland.com,belmar2,(720) 730-4273,445 S Saulsbury St,308.0,Custer CO Partners LLC,99-4233621,Stand-alone,Lakewood,CO,Cortland Belmar
201,Cortland Santos Flats,corsf33619,Core-Plus,Acquisition,2022-03-22 00:00:00.0000000,,False,2022-05-17 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2022-05-17 00:00:00.0000000,45300.0,9.0,7923.0,45300.0,4943172.0,1761.0,2021.0,2021.0,,296.0,296963.0,,,,119880000.0,768600.0,1893452.0,122542052.0,False,False,False,33619-6657,27.923078,-82.358217,cortland.com/santos-flats,santosflats@cortland.com,santosflats,(813) 669-3014,8733 Rooks Park Cir,296.0,Rooks Park FL Partners LLC,83-2495528,CGI,Tampa,FL,Cortland Santos Flats
202,Cortland Sugarloaf,jamsbre30043,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2017-08-09 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-08-09 00:00:00.0000000,12060.0,34.0,6730.0,12060.0,3789301.0,1364.0,2001.0,2001.0,,406.0,441560.0,,,35.71,86704362.0,,,,False,True,True,30043-5767,33.966816,-84.067002,cortland.com/sugarloaf,sugarloaf@cortland.com,sugarloafbre,(404) 476-8057,5375 Sugarloaf Pkwy,,,84-4601448,Acorn 1,Lawrenceville,GA,Cortland Sugarloaf
203,Cortland Allen Station,corasRH75002,Core-Plus,Acquisition,2021-03-29 00:00:00.0000000,,False,2021-08-03 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2021-08-03 00:00:00.0000000,19124.0,30.0,7506.0,19100.0,4645678.0,1475.0,2019.0,2019.0,,445.0,425585.0,2021-01-31 00:00:00.0000000,2022-06-30 00:00:00.0000000,,96787500.0,1267613.0,3790140.0,101845253.0,False,False,False,75002-2898,33.122225,-96.659965,cortland.com/allen-station,allenstation@cortland.com,allenstationroundhil,(972) 945-8695,1400 Andrews Pkwy,,DD Andrews Parkway 10.495 LLC ,85-2361889,Stand-alone,Allen,TX,Cortland Allen Station
204,Cortland Brier Creek,corbc27617,Value-add,Acquisition,2022-06-28 00:00:00.0000000,,False,2024-09-12 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2024-09-12 00:00:00.0000000,239580.0,7.0,7349.0,39580.0,4988099.0,1851.0,2005.0,2005.0,,300.0,294716.0,,,,71300000.0,14314643.0,1281262.0,86895905.0,False,True,False,27617-6798,35.917737,-78.776804,cortland.com/brier-creek,briercreek@cortland.com,briercreek,(984) 300-3645,7920 Oak Estate St,,Oak Estate NC Partners LP ,84-2495528 ,CGI,Raleigh,NC,Cortland Brier Creek
205,Cortland Duluth - Phase 2A,astpoef30096,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2019-12-10 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-12-10 00:00:00.0000000,12060.0,32.0,6730.0,12060.0,4601568.0,1098.0,1999.0,1999.0,2014.0,308.0,298222.0,,,28.83,53600000.0,322400.0,683611.034716672,54606011.0347167,False,True,True,30096-4683,33.953873,-84.089881,www.cortland.com/duluth,duluth@cortland.com,idlewylde1oef,(404) 999-2841,1335 Herrington Rd,,,,CGI,Duluth,GA,Cortland Duluth
206,Cortland on the River,corontheriv83712,Core-plus,Acquisition,2022-06-07 00:00:00.0000000,,False,2023-06-02 00:00:00.0000000,Suburban,A,Mid-rise,Stabilized,2023-06-02 00:00:00.0000000,14260.0,1.0,8529.0,14260.0,4988126.0,1824.0,2021.0,2021.0,,237.0,191821.0,,,,105000000.0,2174150.0,1211293.0,108385443.0,False,True,False,83712-7794,43.604768,-116.191756,www.cortland.com/on-the-river,ontheriver@cortland.com,river,(208) 328-5944,749 E Park Blvd,,,,CGI,Boise,ID,Cortland on the River
207,Cortland Glenwood South,corgs27603,Value-add,Acquisition,2025-02-27 00:00:00.0000000,,False,,Urban,A,High-rise,Non-Stabilized,,239580.0,1.0,7340.0,39580.0,5468228.0,,2020.0,2020.0,,417.0,396895.0,,,,152500000.0,,,,False,False,False,27603-5000,35.788284,-78.64447,,glenwoodsouth@cortland.com,glenwood,(984) 316-4934,417 W Peace St,417.0,"Peace St NC Partners, LP",33-3492164,Stand-alone,Raleigh,NC,Cortland Glenwood South
208,Cortland at Stonebriar - Phase 1,cors75035,Core-Plus,Acquisition,2020-07-01 00:00:00.0000000,,False,,Suburban,A,Mid-Rise,Non-Stabilized,,19124.0,29.0,7516.0,19100.0,5388966.0,1386.0,2019.0,2019.0,,264.0,247808.0,,,,66986430.3241958,2728711.67707182,1627479.59251912,71342621.5937867,False,False,False,75035-6583,33.104973,-96.798079,https://cortland.com/apartments/cortland-at-stoneb,stonebriar@cortland.com,circa,(972) 382-5714,3100 Ohio Dr,,DD Frisco Pod B II LLC,37-1828122 (Circa),CGI,Frisco,TX,Cortland at Stonebriar
209,Cortland Phillips Creek Ranch Phase 1 - Stratus,stratpcr75034,Core-Plus,Acquisition,2018-01-19 00:00:00.0000000,,False,2018-06-10 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-06-10 00:00:00.0000000,19124.0,29.0,7516.0,19100.0,4431920.0,699.0,2017.0,2017.0,,218.0,234293.0,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,37158350.0,411255.0,1206258.0,38775863.0,False,False,False,75036-3027,33.128798,-96.888913,https://www.cortlandphillipscr,phillipscreekranch@cortland.com,phillipscreek,(972) 325-7707,6300 F.M. Rd 423,,DD PCR II LLC,46-3719613,Portfolio 20,Frisco,TX,Cortland Phillips Creek Ranch
210,Cortland Oleander - Phase 2,shend30324,Value-Add,Acquisition,2021-04-08 00:00:00.0000000,,False,,Suburban,A,Garden-Style,Non-Stabilized,2023-08-18 00:00:00.0000000,12060.0,3.0,6715.0,12060.0,4770692.0,1493.0,2008.0,2008.0,,329.0,293304.0,2021-08-31 00:00:00.0000000,2024-01-31 00:00:00.0000000,,83549550.0,9541208.423174402,1423374.12484635,94514132.5480208,False,True,False,30329-2223,33.825883,-84.337335,https://cortland.com/apartments/cortland-oleander,Oleander@cortland.com,sheridan,(470) 769-9995,10 Executive Park West NE,,Sheridan GA Partners LLC (DE),83-2495528,CGI,Atlanta,GA,Cortland Oleander
211,Cortland Ridglea - Phase 2,sixty76116,Value-Add,Acquisition,2021-01-13 00:00:00.0000000,,False,2023-05-08 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2023-05-08 00:00:00.0000000,23104.0,5.0,7508.0,19100.0,4734633.0,1458.0,2005.0,2005.0,,244.0,210582.0,2021-02-28 00:00:00.0000000,2023-01-31 00:00:00.0000000,,34250000.0,8254942.0,736311.0,43241253.0,False,True,False,76116-5826,32.724687,-97.41453,cortland.com/ridglea,ridglea@cortland.com,sixty25,(817) 835-9197,3601 Westridge Ave,,Ridglea TX Partners Phase II LLC (DE),83-2495528,CGI,Fort Worth,TX,Cortland Ridglea
212,Cortland on McKinney,cormckinney75201,Core-plus,Acquisition,2023-12-22 00:00:00.0000000,,False,,,A,High-rise,Non-Stabilized,,19124.0,1.0,7536.0,19100.0,5277493.0,2121.0,2008.0,2008.0,,230.0,350932.0,,,,90676957.0,10524911.0,2934614.0,104136482.0,False,False,False,75201-1742,32.790428,-96.803541,cortland.com/mckinney,McKinney@cortland.com,mckinney,(972) 640-7375,1900 Mckinney Ave,230.0,"McKinney Ave TX Partners, LP",93-4734785,Stand-alone,Dallas,TX,Cortland on McKinney
213,Cortland Cap Hill,corch80203,Value-Add,Acquisition,2021-04-21 00:00:00.0000000,,False,2021-07-31 00:00:00.0000000,Urban,A,Mid-Rise,Stabilized,2021-07-31 00:00:00.0000000,19740.0,2.0,7790.0,19740.0,4775237.0,1498.0,2019.0,2019.0,,197.0,153989.0,2021-05-31 00:00:00.0000000,2022-10-31 00:00:00.0000000,,84250000.0,1774781.69002038,1060202.47259795,87084984.1626183,False,False,False,80203-2351,39.736166,-104.983445,cortland.com/cap-hill,CapHill@cortland.com,caphill,(720) 741-7256,1200 Grant St,,Grant CO Partners LLC ,83-2495528 ,CGI,Denver,CO,Cortland Cap Hill
214,Cortland Holcomb Bridge,attbre30022,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2017-09-17 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-09-17 00:00:00.0000000,12060.0,30.0,6729.0,12060.0,3712014.0,1350.0,1986.0,1986.0,,304.0,288540.0,,,30.3,66848757.0,,,,False,True,True,30022-5308,33.995691,-84.280988,cortland.com/holcomb-bridge,holcombbridge@cortland.com,holcombspondbre,(404) 594-5507,2745 Holcomb Bridge Rd,,,84-4601448,Acorn 1,Alpharetta,GA,Cortland Holcomb Bridge
215,Cortland Estates at TPC,puret78261,Core-Plus,Acquisition,2019-09-27 00:00:00.0000000,,False,2019-10-27 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-10-27 00:00:00.0000000,41700.0,13.0,7583.0,41700.0,4559220.0,1244.0,2007.0,2007.0,,344.0,390592.0,,,34.76,55905347.9338546,2648479.584336,406654.72608266,58960482.2442733,False,False,False,78261-3031,29.654187,-98.426442,cortland.com/estates-at-tpc,EstatesTPC@cortland.com,estatestpc,(210) 817-5480,22800 Bulverde Rd,,PURE MTPC APTS LLC,81-1281124,Portfolio 22,San Antonio,TX,Cortland Estates at TPC
216,Cortland at the Village - Phase 4,villp4oef30080,Core-Plus,Acquisition,2019-03-18 00:00:00.0000000,,False,2017-08-07 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-08-07 00:00:00.0000000,12060.0,23.0,6713.0,12060.0,3362715.0,1182.0,1987.5,1988.0,,702.0,585090.0,,,42.424,121655173.0,474830.02625042293,1035327.71694621,123165330.15699,False,True,True,30080-7698,33.888831,-84.492376,www.cortland.com/village,villagersdistro@cortland.com,village4oef,(770) 343-3358,2085 Lake Park Dr SE,,,,CGI,Smyrna,GA,Cortland at the Village
